age,sample,meter,d18O,T_le,T_pu,type,min,period,stage,conzone,chizone,country,state,lat,long,source
420,CZ 462,,17.64,32.62,35.3952,Conodont,apatite,Silurian,Pridoli,,,Czech Republic,Pozary,50.07,13.9,Joachimski_2009; Grossman_2022
477.48,SJFLS12,,17.2,34.6,37.252,Conodont,apatite,Ordovician,Tremadocian,,,Argentina,Precordillera,-30.22,-68.75,Albanesi_2019; Grossman_2022
478.37,WP-86,,16.9,35.95,38.518,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
478.53,UG-10,,15.1,44.05,46.114,Conodont,apatite,Ordovician,Tremadocian,,,USA,Colorado,38.86,-104.94,Luz_1984; Grossman_2022
478.75,ML90,,16.7,36.85,39.362,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.16,-103.23,Albanesi_2019; Grossman_2022
479.01,WP-82,,17,35.5,38.096,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
479.39,WP-72,,16.3,38.65,41.05,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
479.53,WB 14,,16.16,39.28,41.6408,Conodont,apatite,Ordovician,Tremadocian,,,Canada,Newfoundland,49.76,-57.8,Trotter_2008; Grossman_2022
479.65,WP-68,,16.6,37.3,39.784,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
480.03,WP-63,,16.4,38.2,40.628,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
480.03,LS10-20,,17.5,33.25,35.986,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.75,Albanesi_2019; Grossman_2022
480.52,1750mc,,16.7,36.85,39.362,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
480.55,1750mc,,15.6,41.8,44.004,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
480.56,1745mc,,15.8,40.9,43.16,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
480.69,1740mc,,16.2,39.1,41.472,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
480.74,1725a,,16.1,39.55,41.894,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
480.75,1715mc,,16.3,38.65,41.05,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
480.77,1700mc,,16.6,37.3,39.784,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
480.78,1700mc,,15.7,41.35,43.582,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
480.79,1500c,,16.3,38.65,41.05,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
480.79,WP-53,,16.1,39.55,41.894,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
481.3,1490b1,,16.8,36.4,38.94,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1490b2,,16,40,42.316,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1500b2,,16.4,38.2,40.628,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1715b1,,15.4,42.7,44.848,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1715b2,,16.3,38.65,41.05,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1725b1,,16.5,37.75,40.206,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1725b2,,16.7,36.85,39.362,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1740b1,,15.5,42.25,44.426,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1740b2,,16.9,35.95,38.518,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1740b3,,16.1,39.55,41.894,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1740b4,,17.1,35.05,37.674,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1745b1,,16.3,38.65,41.05,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1745b2,,16.5,37.75,40.206,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1745b3,,16.8,36.4,38.94,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1745b4,,16.7,36.85,39.362,Brachiopod phosphate,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1750mc,,15.6,41.8,44.004,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1700mc,,15.7,41.35,43.582,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1745mc,,15.8,40.9,43.16,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1725a,,16.1,39.55,41.894,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1740mc,,16.2,39.1,41.472,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1500c,,16.3,38.65,41.05,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1715mc,,16.3,38.65,41.05,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1700mc,,16.6,37.3,39.784,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,1750mc,,16.7,36.85,39.362,Conodont,apatite,Ordovician,Tremadocian,,,USA,Texas,30.47,-99.13,Bassett_2007; Grossman_2022
481.3,WP-44,,16.3,38.65,41.05,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
481.94,WP-37,,16,40,42.316,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
482.57,WP-32,,16,40,42.316,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
483.34,WP-24,,16.5,37.75,40.206,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
484.23,WP-19,,16.4,38.2,40.628,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
485.12,WP-17,,16,40,42.316,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
485.12,COLS,,16.9,35.95,38.518,Conodont,apatite,Ordovician,Ordovician,,,Argentina,Precordillera,-30.22,-68.75,Albanesi_2019; Grossman_2022
485.56,GB 003  03,,15.63,41.665,43.8774,Conodont,apatite,Ordovician,Tremadocian,,,Australia,Georgina Basin,-18.62,135.98,Trotter_2008; Grossman_2022
486.56,GB 003  02,,15.33,43.015,45.1434,Conodont,apatite,Ordovician,Tremadocian,,,Australia,Georgina Basin,-18.62,135.98,Trotter_2008; Grossman_2022
486.65,WP-14,,16.1,39.55,41.894,Conodont,apatite,Ordovician,Tremadocian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
487,WP-13,,16.4,38.2,40.628,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
487.1,WP-6G,,16.2,39.1,41.472,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
487.3,WP-12,,15.9,40.45,42.738,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
487.5,WP-6F,,15.9,40.45,42.738,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
487.7,WP-11,,16,40,42.316,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
487.8,WP-6E,,16.3,38.65,41.05,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
488,WP-10,,16.3,38.65,41.05,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
488.1,WP-6C,,16.2,39.1,41.472,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
488.1,WP-6D,,16,40,42.316,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
488.2,WP-5,,16.1,39.55,41.894,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
488.2,WP-6A,,16.1,39.55,41.894,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
488.2,WP-7,,16.8,36.4,38.94,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
488.3,WP-4,,16.5,37.75,40.206,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
488.4,WP-3,,16.5,37.75,40.206,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
488.7,WP-2,,16.2,39.1,41.472,Conodont,apatite,Cambrian,Cambrian,,,Canada,AlbertaWilcox pass,52.23,-117.2,Albanesi_2019; Grossman_2022
450.2,06sx-337a,,16.6,37.3,39.784,Conodont,apatite,Ordovician,Katian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
451,06sx-335b,,17.1,35.05,37.674,Conodont,apatite,Ordovician,Katian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
455.5,AFI5034,,17.4,33.7,36.408,Conodont,apatite,Ordovician,Sandbian,,,South China,Jieling,31.11,111.41,Jin_2018; Grossman_2022
456,HD-Y9,,18.4,29.2,32.188,Conodont,apatite,Ordovician,Sandbian,,,South China,Hengdu,28.73,118.53,Jin_2018; Grossman_2022
457,HD-Y6,,17.5,33.25,35.986,Conodont,apatite,Ordovician,Sandbian,,,South China,Hengdu,28.73,118.53,Jin_2018; Grossman_2022
457.3,HD-Y5,,17.9,31.45,34.298,Conodont,apatite,Ordovician,Sandbian,,,South China,Hengdu,28.73,118.53,Jin_2018; Grossman_2022
457.6,HD-Y4,,17.5,33.25,35.986,Conodont,apatite,Ordovician,Sandbian,,,South China,Hengdu,28.73,118.53,Jin_2018; Grossman_2022
458,HD-Y1,,17.8,31.9,34.72,Conodont,apatite,Ordovician,Sandbian,,,South China,Hengdu,28.73,118.53,Jin_2018; Grossman_2022
460,AFI5030,,17.1,35.05,37.674,Conodont,apatite,Ordovician,Darriwilian,,,South China,Jieling,31.11,111.41,Jin_2018; Grossman_2022
461.4,AFI5029,,16.6,37.3,39.784,Conodont,apatite,Ordovician,Darriwilian,,,South China,Jieling,31.11,111.41,Jin_2018; Grossman_2022
461.6,06sx-306,,17,35.5,38.096,Conodont,apatite,Ordovician,Darriwilian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
463,HD-A25a,,17,35.5,38.096,Conodont,apatite,Ordovician,Darriwilian,,,South China,Hengdu,28.73,118.53,Jin_2018; Grossman_2022
470.7,06sx-148,,16.8,36.4,38.94,Conodont,apatite,Ordovician,Dapingian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
470.8,06sx-141b,,16.7,36.85,39.362,Conodont,apatite,Ordovician,Dapingian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
471,06sx-140i,,16.9,35.95,38.518,Conodont,apatite,Ordovician,Dapingian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
471.4,06sx-136a,,16.8,36.4,38.94,Conodont,apatite,Ordovician,Floian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
471.6,06sx-135c,,16.6,37.3,39.784,Conodont,apatite,Ordovician,Floian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
475.9,06sx-133a,,16.1,39.55,41.894,Conodont,apatite,Ordovician,Floian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
476.2,06sx-131a,,16.4,38.2,40.628,Conodont,apatite,Ordovician,Floian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
476.4,06sx-119a,,16.1,39.55,41.894,Conodont,apatite,Ordovician,Floian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
476.9,06sx-118b,,16.3,38.65,41.05,Conodont,apatite,Ordovician,Floian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
481.6,06sx-115e,,16,40,42.316,Conodont,apatite,Ordovician,Tremadocian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
481.7,06sx-115a,,15.8,40.9,43.16,Conodont,apatite,Ordovician,Tremadocian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
481.8,06sx-113h,,15.8,40.9,43.16,Conodont,apatite,Ordovician,Tremadocian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
482.1,06sx-113e,,15.9,40.45,42.738,Conodont,apatite,Ordovician,Tremadocian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
482.2,06sx-105a,,15,44.5,46.536,Conodont,apatite,Ordovician,Tremadocian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
485.1,06sx-101f,,16.1,39.55,41.894,Conodont,apatite,Ordovician,Tremadocian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
485.3,06sx-101c,,15.1,44.05,46.114,Conodont,apatite,Ordovician,Tremadocian,,,South China,Gukongkou,30.7,111.3,Jin_2018; Grossman_2022
492.6,,,15.41,42.655,44.8058,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
492.7,,,14.81,45.355,47.3378,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
492.8,,,14.35,47.425,49.279,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
493.2,,,14.25,47.875,49.701,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
493.4,,,14.55,46.525,48.435,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,Wah Wah Range Utah,38.43,-113.55,Elrick_2011; Grossman_2022
493.5,,,14.22,48.01,49.8276,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,Wah Wah Range Utah,38.43,-113.55,Elrick_2011; Grossman_2022
493.6,,,14.93,44.815,46.8314,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
493.6,,,14.45,46.975,48.857,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,Wah Wah Range Utah,38.43,-113.55,Elrick_2011; Grossman_2022
493.7,,,14.74,45.67,47.6332,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
493.7,,,14.15,48.325,50.123,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,Wah Wah Range Utah,38.43,-113.55,Elrick_2011; Grossman_2022
493.7,,,15.23,43.465,45.5654,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
493.8,,,13.25,52.375,53.921,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,Wah Wah Range Utah,38.43,-113.55,Elrick_2011; Grossman_2022
493.8,,,14.76,45.58,47.5488,Brachiopod phosphate,apatite,Cambrian,Jiangshanian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
494.2,,,14.64,46.12,48.0552,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
494.22,,,13.36,51.88,53.4568,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Wah Wah Range Utah,38.43,-113.55,Elrick_2011; Grossman_2022
494.25,,,14.85,45.175,47.169,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
494.3,,,14.24,47.92,49.7432,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
494.36,,,13.38,51.79,53.3724,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Wah Wah Range Utah,38.43,-113.55,Elrick_2011; Grossman_2022
494.42,,,12.98,53.59,55.0604,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
494.5,,,13.5,51.25,52.866,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
494.55,,,13.35,51.925,53.499,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
494.6,,,12.75,54.625,56.031,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Wah Wah Range Utah,38.43,-113.55,Elrick_2011; Grossman_2022
494.65,,,13.74,50.17,51.8532,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
494.7,,,14.34,47.47,49.3212,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Wah Wah Range Utah,41.7,-94,Elrick_2011; Grossman_2022
494.73,,,14.23,47.965,49.7854,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
494.84,,,13.95,49.225,50.967,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
494.9,,,14.77,45.535,47.5066,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
495,,,14,49,50.756,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Wah Wah Range Utah,38.43,-113.55,Elrick_2011; Grossman_2022
495,,,14.85,45.175,47.169,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
495.2,,,13.8,49.9,51.6,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
495.5,,,14.3,47.65,49.49,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
495.5,,,14.48,46.84,48.7304,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
495.71,,,14.23,47.965,49.7854,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
495.71,,,14.4,47.2,49.068,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
495.8,,,14.7,45.85,47.802,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
495.84,,,14.55,46.525,48.435,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
496.1,,,14.29,47.695,49.5322,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
496.13,,,15.04,44.32,46.3672,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
496.19,,,15.08,44.14,46.1984,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
496.25,,,15.55,42.025,44.215,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
496.37,,,16.4,38.2,40.628,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
496.45,,,15.17,43.735,45.8186,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
496.67,,,15.04,44.32,46.3672,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
496.7,,,15.08,44.14,46.1984,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
496.81,,,14.7,45.85,47.802,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,Rhinehart core Iowa,41.7,-94,Elrick_2011; Grossman_2022
496.95,,,14.94,44.77,46.7892,Brachiopod phosphate,apatite,Cambrian,Paibian,,,USA,House Range Utah,39.15,-113.38,Elrick_2011; Grossman_2022
420,1S,,16.84,36.22,38.7712,Conodont,apatite,Silurian,Pridoli,,,Czech Republic,Pozary-3 section,50.03,14.33,Weinerova_2020; Grossman_2022
456.8,83JE-23,534,17.8,31.9,34.72,C,AP,Ordovician,Sandbian,Cahabagnathus sweeti,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
456.8,83JE-21.8,533,17.8,31.9,34.72,C,AP,Ordovician,Sandbian,Cahabagnathus sweeti,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
457.2,83JE-13,524,18.1,30.55,33.454,C,AP,Ordovician,Sandbian,Cahabagnathus sweeti,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
457.7,83JD-211,511,18.3,29.65,32.61,C,AP,Ordovician,Sandbian,Cahabagnathus sweeti,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
458.4,83JD-191,491,17.8,31.9,34.72,C,AP,Ordovician,Darriwilian,Cahabagnathus sweeti,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
460,83JD-125,425,17.8,31.9,34.72,C,AP,Ordovician,Darriwilian,Cahabagnathus friendsvillensis,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
460.2,83JD-115,415,17.7,32.35,35.142,C,AP,Ordovician,Darriwilian,Cahabagnathus friendsvillensis,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
460.4,83JD-104,404,17.3,34.15,36.83,C,AP,Ordovician,Darriwilian,Cahabagnathus friendsvillensis,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
460.8,83JD-80,380,17.4,33.7,36.408,C,AP,Ordovician,Darriwilian,Cahabagnathus friendsvillensis,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
462.5,83JD-42,342,17.4,33.7,36.408,C,AP,Ordovician,Darriwilian,Phragmodus polonicus,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
463.6,83JD-26,326,17,35.5,38.096,C,AP,Ordovician,Darriwilian,Phragmodus polonicus,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
463.9,83JD-21,321,17.2,34.6,37.252,C,AP,Ordovician,Darriwilian,Phragmodus polonicus,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
464,83JD-20,320,17.4,33.7,36.408,C,AP,Ordovician,Darriwilian,Phragmodus polonicus,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
465.3,72SC-630,299,17.4,33.7,36.408,C,AP,Ordovician,Darriwilian,Histiodella holodentata,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
466.8,72SC-500,259,17.2,34.6,37.252,C,AP,Ordovician,Darriwilian,Histiodella holodentata,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
468,72SC-390,226,17.5,33.25,35.986,C,AP,Ordovician,Darriwilian,Histiodella holodentata,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
469.2,72SB-120,144,17.5,33.25,35.986,C,AP,Ordovician,Darriwilian,Histiodella sinuosa,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
469.5,72SB-239,69,17.9,31.45,34.298,C,AP,Ordovician,Dapingian,Histiodella sinuosa,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
469.7,72SB-139,38,17.5,33.25,35.986,C,AP,Ordovician,Dapingian,Histiodella altifrons,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
470.3,72SB-13,0,17.7,32.35,35.142,C,AP,Ordovician,Dapingian,Histiodella altifrons,,USA,Oklahoma,34.362201,-97.143384,Avila_2022
448.5,63AB-128.1,166.5,20,22,25.436,C,AP,Ordovician,Katian,Aphelognathus divergens,,USA,Indiana,38.838889,-85.372778,Edwards_2022
448.5,63AB-128.2,166.5,19.5,24.25,27.546,C,AP,Ordovician,Katian,Aphelognathus divergens,,USA,Indiana,38.838889,-85.372778,Edwards_2022
448.5,63AB-128.3,166.5,19.9,22.45,25.858,C,AP,Ordovician,Katian,Aphelognathus divergens,,USA,Indiana,38.838889,-85.372778,Edwards_2022
448.5,63AB-128.4,166.5,18.2,30.1,33.032,C,AP,Ordovician,Katian,Aphelognathus divergens,,USA,Indiana,38.838889,-85.372778,Edwards_2022
